"SamplingPoint","LA","BW_Description","C_Description","Pollution_Man_SL","Stream_Rivers","EA_Investigations","History","STW_outfall_SL","STW_outfall","Emerg_Storm_SL","Emerg_Storm","Working_LA_SL","Working_LA","Misconnections","Working_farm","Working_Ind","Working_PO","Algae_SL","Macroalgae","Phytoplankton","County","Profile_Year","EUBWID"
"19900","Purbeck District Council","Kimmeridge Bay is on the Dorset coast, and is part of the Purbeck Heritage Coast. It is a remote, sheltered bay of cobbles and pebbles, approximately one kilometre wide, with rock flats backed by cliffs.","The catchment surrounding Kimmeridge Bay is approximately 310 hectares. There are two streams which enter the sea at Kimmeridge Bay. The Kimmeridge Stream is approximately 1.2 kilometres long and flows from the village of Kimmeridge through farmland to the beach. The Kimmeridge New Barn Stream is approximately two kilometres long and flows across the eastern side of the catchment entering the sea at the eastern end of the bay. The catchment is mostly agricultural with two farms.","It is the Environment Agency role to drive improvement of water quality at bathing waters that are at risk of failing European standards. It is natural for water to run off the land to the sea. Water quality at a bathing water is dependent upon the type and area of land (the catchment) draining to the water and the activities undertaken in that catchment.","Streams and rivers are typically affected by human sewage, animal slurry and runoff from roads. Two small streams enter the sea at Kimmeridge Bay. The Kimmeridge Stream enters the sea very close to the bathing water monitoring point. The Environment Agency has monitored water quality in these streams since 1994 and found that water quality in both watercourses deteriorates following heavy rainfall.","Investigations to identify and address sources of contamination of the streams that enter the sea at Kimmeridge Bay are ongoing. Dye tracing studies by the Environment Agency have demonstrated that the input from the Kimmeridge Stream is likely to be the main cause of poor bathing water quality. Further work is needed to understand the importance of the large accumulations of seaweed on the beach at Kimmeridge Bay. Previous studies have shown that accumulations of seaweed can contribute to bathing water quality problems.","The village of Kimmeridge was originally unsewered with local homes discharging to the Kimmeridge Stream. The Wessex Water first time rural sewerage scheme for Kimmeridge was completed in 2002. Sewage is pumped to Corfe sewage treatment works which provides secondary treatment.","Discharges from sewage treatment works have improved substantially in England since the 1980s.",,"The majority of sewers in England are “combined sewers” and carry both sewage and surface water from roofs and drains. A storm overflow operates during heavy rainfall when the sewerage system becomes overwhelmed by the amount of surface water. The overflow prevents sewage from backing up pipes and flooding properties and gardens. An emergency overflow will only operate infrequently, for example due to pump failure or blockage in the sewerage system.",,"Heavy rain falling on pavements and roads often flows into surface water drains or highway drains, ending up in local rivers and ultimately the sea. The quality of bathing water may be adversely affected as a result of such events.","Surface water can flow into the Kimmeridge streams from outfalls and highway drains. This can affect stream water quality, particularly after periods of rainfall.",,"During and after periods of heavy rainfall, runoff from agricultural areas is greatly increased, and the quality of the bathing water may be adversely affected. The Environment Agency are working with farmers to encourage better farming practices and improve water quality in the surrounding areas.",,,"Seaweed (macroalgae) and phytoplankton (microscopic algae) are a natural part of the marine and freshwater environment. Below we note whether these have been recorded in quantities sufficient to be a nuisance.","This bathing water has a history of large amounts of seaweed (macroalgae), particularly towards the end of September.","Phytoplankton (microscopic algae) naturally increase in number at certain times of the year. This process is known as a phytoplankton bloom. This bathing water does not have a history of phytoplankton blooms.","Dorset","2014","UKK2204      19900"
"20000","Purbeck District Council","Lulworth Cove is on the Dorset coast, and is part of the Purbeck Heritage Coast. It is a sand and pebble resort bay, approximately 800 metres wide, backed by cliffs.","The catchment surrounding Lulworth Cove is approximately 410 hectares. The Lulworth stream is approximately one and a half kilometres long and flows through West Lulworth village and onto the beach. The catchment is mostly agricultural with just one or two farms.","It is the Environment Agency role to drive improvement of water quality at bathing waters that are at risk of failing European standards. It is natural for water to run off the land to the sea. Water quality at a bathing water is dependent upon the type and area of land (the catchment) draining to the water and the activities undertaken in that catchment.","The Lulworth Stream flows across the beach at this bathing water. The Environment Agency monitored the stream for the period between 1994 and 2008.",,"The Wessex Water sewage treatment scheme for Lulworth was partially completed in 1995. The scheme included a fine screening plant at Lulworth sewage treatment works (STW), and resewerage work to reduce overflows to the stream. An enhanced STW scheme was completed in early 2005. Sewage from Lulworth STW is now pumped to Wool STW, which provides secondary treatment and phosphorus removal.","Discharges from sewage treatment works have improved substantially in England since the 1980s.",,"The majority of sewers in England are “combined sewers” and carry both sewage and surface water from roofs and drains. A storm overflow operates during heavy rainfall when the sewerage system becomes overwhelmed by the amount of surface water. The overflow prevents sewage from backing up pipes and flooding properties and gardens. An emergency overflow will only operate infrequently, for example due to pump failure or blockage in the sewerage system.","There are emergency/storm overflows from the West Lulworth Beach and West Lulworth Hanbury Farm pumping stations. The discharge is to the sea west of Lulworth Cove. The operation of the overflow can lead to a drop in bathing water quality.","Heavy rain falling on pavements and roads often flows into surface water drains or highway drains, ending up in local rivers and ultimately the sea. The quality of bathing water may be adversely affected as a result of such events.","Surface water can flow into the Lulworth Stream from highway drains. This can affect stream water quality, particularly after periods of rainfall.",,"During and after periods of heavy rainfall, runoff from agricultural areas is greatly increased, and the quality of the bathing water may be adversely affected.",,,"Seaweed (macroalgae) and phytoplankton (microscopic algae) are a natural part of the marine and freshwater environment. Below we note whether these have been recorded in quantities sufficient to be a nuisance.","This bathing water does not have a history of large amounts of seaweed (macroalgae).","Phytoplankton (microscopic algae) naturally increase in number at certain times of the year. This process is known as a phytoplankton bloom. This bathing water does not have a history of phytoplankton blooms.","Dorset","2014","UKK2204      20000"
"20100","Purbeck District Council","Durdle Door East is on the Dorset coast, and is part of the Purbeck Heritage Coast. It is a fairly remote beach of sand and shingle, approximately 580 metres wide, and backed by high cliffs.","The catchment surrounding Durdle Door East is approximately 10 hectares. Land use is rural and there are no streams which drain directly to the beach.","It is the Environment Agency role to drive improvement of water quality at bathing waters that are at risk of failing European standards. It is natural for water to run off the land to the sea. Water quality at a bathing water is dependent upon the type and area of land (the catchment) draining to the water and the activities undertaken in that catchment.",,,,"Discharges from sewage treatment works have improved substantially in England since the 1980s.",,"The majority of sewers in England are “combined sewers” and carry both sewage and surface water from roofs and drains. A storm overflow operates during heavy rainfall when the sewerage system becomes overwhelmed by the amount of surface water. The overflow prevents sewage from backing up pipes and flooding properties and gardens. An emergency overflow will only operate infrequently, for example due to pump failure or blockage in the sewerage system.",,"Heavy rain falling on pavements and roads often flows into surface water drains or highway drains, ending up in local rivers and ultimately the sea. The quality of bathing water may be adversely affected as a result of such events.",,,,,,"Seaweed (macroalgae) and phytoplankton (microscopic algae) are a natural part of the marine and freshwater environment. Below we note whether these have been recorded in quantities sufficient to be a nuisance.","This bathing water does not have a history of large amounts of seaweed (macroalgae).","Phytoplankton (microscopic algae) naturally increase in number at certain times of the year. This process is known as a phytoplankton bloom. This bathing water does not have a history of phytoplankton blooms.","Dorset","2014","UKK2204      20100"
"20200","Purbeck District Council","Durdle Door West is on the Dorset coast, and is part of the Purbeck Heritage Coast. It is a fairly remote beach of sand and shingle, approximately 750 metres wide, and backed by high cliffs.","The catchment surrounding Durdle Door West is approximately 52 hectares. Land use is rural and there are no streams which drain directly to the beach.","It is the Environment Agency role to drive improvement of water quality at bathing waters that are at risk of failing European standards. It is natural for water to run off the land to the sea. Water quality at a bathing water is dependent upon the type and area of land (the catchment) draining to the water and the activities undertaken in that catchment.",,,,"Discharges from sewage treatment works have improved substantially in England since the 1980s.",,"The majority of sewers in England are “combined sewers” and carry both sewage and surface water from roofs and drains. A storm overflow operates during heavy rainfall when the sewerage system becomes overwhelmed by the amount of surface water. The overflow prevents sewage from backing up pipes and flooding properties and gardens. An emergency overflow will only operate infrequently, for example due to pump failure or blockage in the sewerage system.",,"Heavy rain falling on pavements and roads often flows into surface water drains or highway drains, ending up in local rivers and ultimately the sea. The quality of bathing water may be adversely affected as a result of such events.",,,,,,"Seaweed (macroalgae) and phytoplankton (microscopic algae) are a natural part of the marine and freshwater environment. Below we note whether these have been recorded in quantities sufficient to be a nuisance.","This bathing water does not have a history of large amounts of seaweed (macroalgae).","Phytoplankton (microscopic algae) naturally increase in number at certain times of the year. This process is known as a phytoplankton bloom. This bathing water does not have a history of phytoplankton blooms.","Dorset","2014","UKK2204      20200"
"20300","West Dorset District Council","Ringstead Bay is on the Dorset coast and is part of the Purbeck Heritage Coast. It is a remote shingle beach, approximately one kilometre wide, backed by high cliffs.","The rural catchment surrounding Ringstead Bay is approximately 230 hectares. Two small streams meet above Ringstead Village to form Ringstead Stream which flows south to the beach. The western tributary is wooded and the eastern tributary flows through grassland.","It is the Environment Agency role to drive improvement of water quality at bathing waters that are at risk of failing European standards. It is natural for water to run off the land to the sea. Water quality at a bathing water is dependent upon the type and area of land (the catchment) draining to the water and the activities undertaken in that catchment.","Streams and rivers are typically affected by human sewage, animal slurry and runoff from roads. The Ringstead Stream flows onto the beach. The Environment Agency have monitored the Ringstead Stream at the beach since 1994.",,"The village of Ringstead was originally unsewered with local homes discharging to the stream. The first time rural sewerage scheme for Ringstead, which provides secondary treatment and ultraviolet disinfection, was completed by Wessex Water in 2005.","Discharges from sewage treatment works have improved substantially in England since the 1980s.","The outfall from Ringstead sewage treatment works discharges to the Ringstead Stream 280m from the beach. This discharge is disinfected and designed to protect bathing water quality.","The majority of sewers in England are “combined sewers” and carry both sewage and surface water from roofs and drains. A storm overflow operates during heavy rainfall when the sewerage system becomes overwhelmed by the amount of surface water. The overflow prevents sewage from backing up pipes and flooding properties and gardens. An emergency overflow will only operate infrequently, for example due to pump failure or blockage in the sewerage system.","There is a storm overflow from the Ringstead STW, which discharges to the Ringstead Stream 280m from the beach. The operation of the overflow can lead to a drop in bathing water quality.","Heavy rain falling on pavements and roads often flows into surface water drains or highway drains, ending up in local rivers and ultimately the sea. The quality of bathing water may be adversely affected as a result of such events.","Surface water can flow into the Ringstead Stream from highway drains. This can affect stream water quality, particularly after periods of rainfall.",,"During and after periods of heavy rainfall, runoff from agricultural areas is greatly increased, and the quality of the bathing water may be adversely affected.",,,"Seaweed (macroalgae) and phytoplankton (microscopic algae) are a natural part of the marine and freshwater environment. Below we note whether these have been recorded in quantities sufficient to be a nuisance.","This bathing water does not have a history of large amounts of seaweed (macroalgae).","Phytoplankton (microscopic algae) naturally increase in number at certain times of the year. This process is known as a phytoplankton bloom. This bathing water does not have a history of phytoplankton blooms.","Dorset","2014","UKK2206      20300"
"20400","Weymouth & Portland Borough Council","Bowleaze Cove is just east Weymouth on the Dorset coast. It is a sand and pebble beach resort, approximately one kilometre wide, backed by cliffs. The River Jordan flows across the beach to the sea.","The catchment surrounding Bowleaze Cove is approximately 1,100 hectares and includes the River Jordan. The Jordan is approximately four kilometres long (including tributaries) and flows west from a steep-sided valley in the Downs. The river turns south at Sutton Poyntz and flows through Preston and large caravan sites to the coast at Bowleaze Cove. Most of the channel of the Jordan has been modified. The catchment is mostly agricultural, with approximately 10 farms.","It is the Environment Agency role to drive improvement of water quality at bathing waters that are at risk of failing European standards. It is natural for water to run off the land to the sea. Water quality at a bathing water is dependent upon the type and area of land (the catchment) draining to the water and the activities undertaken in that catchment.","Streams and rivers are typically affected by various inputs from within the catchment including human sewage, animal slurry and runoff from roads. The River Jordan flows across the beach at Bowleaze Cove. The Environment Agency have monitored the river since 1994 and found that water quality is worse after heavy rainfall.",,"Wessex Water installed a storage tank at Fisherbridge pumping station in 1999, to prevent storm spills to the River Jordan. Increased storage capacity and improved pumping capability were also added to the pumping station in early 2003.","Discharges from sewage treatment works have improved substantially in England since the 1980s.",,"The majority of sewers in England are “combined sewers” and carry both sewage and surface water from roofs and drains. A storm overflow operates during heavy rainfall when the sewerage system becomes overwhelmed by the amount of surface water. The overflow prevents sewage from backing up pipes and flooding properties and gardens. An emergency overflow will only operate infrequently, for example due to pump failure or blockage in the sewerage system.",,"Heavy rain falling on pavements and roads often flows into surface water drains or highway drains, ending up in local rivers and ultimately the sea. The quality of bathing water may be adversely affected as a result of such events.","Surface water can flow into the River Jordan from urban areas and highway drains. This can affect river water quality, particularly after periods of rainfall.",,"During and after periods of heavy rainfall, runoff from agricultural areas is greatly increased, and the quality of the bathing water may be adversely affected.",,,"Seaweed (macroalgae) and phytoplankton (microscopic algae) are a natural part of the marine and freshwater environment. Below we note whether these have been recorded in quantities sufficient to be a nuisance.","This bathing water has a history of large amounts of seaweed (macroalgae), particularly towards the end of September.","Phytoplankton (microscopic algae) naturally increase in number at certain times of the year. This process is known as a phytoplankton bloom. This bathing water does not have a history of phytoplankton blooms.","Dorset","2014","UKK2206      20400"
"20500","Weymouth & Portland Borough Council","Church Ope Cove is on the Isle of Portland on the Dorset coast. It is a sheltered pebble beach, approximately 700 metres wide, backed by high cliffs and the settlement of Easton.","The tiny catchment surrounding Church Ope Cove is approximately 33 hectares. There is a tiny spring at the foot of the cliffs which flows beneath the pebbles at the southern end of the beach, and does not affect water quality.","It is the Environment Agency role to drive improvement of water quality at bathing waters that are at risk of failing European standards. It is natural for water to run off the land to the sea. Water quality at a bathing water is dependent upon the type and area of land (the catchment) draining to the water and the activities undertaken in that catchment.",,,,"Discharges from sewage treatment works have improved substantially in England since the 1980s.",,"The majority of sewers in England are “combined sewers” and carry both sewage and surface water from roofs and drains. A storm overflow operates during heavy rainfall when the sewerage system becomes overwhelmed by the amount of surface water. The overflow prevents sewage from backing up pipes and flooding properties and gardens. An emergency overflow will only operate infrequently, for example due to pump failure or blockage in the sewerage system.",,"Heavy rain falling on pavements and roads often flows into surface water drains or highway drains, ending up in local rivers and ultimately the sea. The quality of bathing water may be adversely affected as a result of such events.",,,,,,"Seaweed (macroalgae) and phytoplankton (microscopic algae) are a natural part of the marine and freshwater environment. Below we note whether these have been recorded in quantities sufficient to be a nuisance.","This bathing water does not have a history of large amounts of seaweed (macroalgae).","Phytoplankton (microscopic algae) naturally increase in number at certain times of the year. This process is known as a phytoplankton bloom. This bathing water does not have a history of phytoplankton blooms.","Dorset","2014","UKK2206      20500"
"20600","Weymouth & Portland Borough Council","Weymouth Lodmoor is on the Dorset coast. It is a shingle beach, approximately one kilometre wide, backed by a promenade and the Lodmoor Nature Reserve.","The catchment surrounding Weymouth Lodmoor is approximately 650 hectares. There are two streams piped to the sea under the beach. The stream to the south of the Environment Agency monitoring point drains water from a network of man-made drainage channels to the east of Weymouth. The stream to the north of the Environment Agency monitoring point drains water from the marshes of Lodmoor Nature Reserve. The River Jordan and the River Wey enter the sea two kilometres either side of the beach.","It is the Environment Agency role to drive improvement of water quality at bathing waters that are at risk of failing European standards. It is natural for water to run off the land to the sea. Water quality at a bathing water is dependent upon the type and area of land (the catchment) draining to the water and the activities undertaken in that catchment.",,,"The Wessex Water scheme for Weymouth sewage treatment works (STW), which provides secondary treatment, was completed in 2000. A combined sewer overflow (CSO) in Weymouth at Rodwell Avenue was improved by Wessex Water in February 2001. Improvements were made to a further 11 CSOs in Weymouth discharging to the River Wey and Weymouth Bay by March 2002. A storm overflow in the Preston catchment (Lodmoor Pumping Station - Weymouth Bay Avenue) was improved by April 2004.","Discharges from sewage treatment works have improved substantially in England since the 1980s.","Sewage from the Weymouth and Portland area is treated at Weymouth STW and discharges to the sea one kilometre offshore, west of Portland Harbour. The discharge is designed to protect water quality.","The majority of sewers in England are “combined sewers” and carry both sewage and surface water from roofs and drains. A storm overflow operates during heavy rainfall when the sewerage system becomes overwhelmed by the amount of surface water. The overflow prevents sewage from backing up pipes and flooding properties and gardens. An emergency overflow will only operate infrequently, for example due to pump failure or blockage in the sewerage system.","Storm overflows from the Melcombe Avenue and Cranford Avenue CSO's share an outfall, that discharges to the sea 230 metres from the Environment Agency monitoring point. The operation of the overflows can lead to a drop in water quality at the bathing water.","Heavy rain falling on pavements and roads often flows into surface water drains or highway drains, ending up in local rivers and ultimately the sea. The quality of bathing water may be adversely affected as a result of such events.","The urban area of Weymouth immediately behind the beach is served by a combined (surface and sewer) system. Surface water can flow into the streams from urban areas and highway drains. This can affect stream water quality, particularly after periods of rainfall.","Wrongly connected domestic waste water pipes can also affect the stream water quality. We have checked the local sewerage system for misconnections. We are working with Weymouth and Portland Borough Council and Wessex Water to identify and rectify any problems.
Modern sewerage systems have two separate systems, one takes foul sewage to sewage treatment, the other takes rainwater runoff through surface water drains to rivers, lakes and the sea. Misconnections occur when waste water pipes are plumbed into surface water drains instead of the foul water sewerage system. This can give rise to pollution when the waste water is discharged directly to the environment through the surface water drain. For example, a washing machine or toilet may be incorrectly plumbed so that it discharges to the surface drain rather than the foul sewage drain.",,,,"Seaweed (macroalgae) and phytoplankton (microscopic algae) are a natural part of the marine and freshwater environment. Below we note whether these have been recorded in quantities sufficient to be a nuisance.","This bathing water does not have a history of large amounts of seaweed (macroalgae).","Phytoplankton (microscopic algae) naturally increase in number at certain times of the year. This process is known as a phytoplankton bloom. This bathing water does not have a history of phytoplankton blooms.","Dorset","2014","UKK2206      20600"
"20700","Weymouth & Portland Borough Council","Weymouth Central is on the Dorset coast. It is a sand and shingle beach, approximately one kilometre wide, close to Weymouth town and harbour.","The catchment surrounding Weymouth Central is approximately 4,700 hectares. The River Wey is approximately nine kilometres long and rises from a spring in Upwey. The spring forms the Upwey Wishing Well at the foot of the chalk hills of the South Dorset Downs. The chalk aquifers that feed the Wey tend to reduce the response to rainfall unless heavy rainfall occurs following a period of prolonged wet weather. Most of the Wey flows through Weymouth and the suburbs of Upwey, Broadwey, Nottington, and Radipole. The river flows through Radipole Lake and into the sea at Weymouth Harbour.","It is the Environment Agency role to drive improvement of water quality at bathing waters that are at risk of failing European standards. It is natural for water to run off the land to the sea. Water quality at a bathing water is dependent upon the type and area of land (the catchment) draining to the water and the activities undertaken in that catchment.","Streams and rivers are typically affected by various inputs from within the catchment including human sewage, animal slurry and runoff from roads. The River Wey enters the sea at the southern end of Weymouth Central beach.",,"Improvements to the Chaffeys Lake combined sewer overflow (CSO) were made by Wessex Water in 1996, which significantly reduced the frequency and volume of spills. The Wessex Water scheme for Weymouth sewage treatment works (STW), which provides secondary treatment, was completed in 2000. A programme of sewer rehabilitation, pumping station refurbishment and attenuation storage was completed in early 2001. A total of 10 storm overflows in the Upwey and West Weymouth catchments were improved as part of this. 
Improvements to nine storm overflows in the Weymouth West and Weymouth Central catchments were completed by May 2002, and Radipole pumping station was improved by October 2002. Grasmere Road CSO in Weymouth was improved by April 2003, and a storm overflow in the Preston catchment (Lodmoor pumping station - Weymouth Bay Avenue) was improved by April 2004.","Discharges from sewage treatment works have improved substantially in England since the 1980s.","Sewage from the Weymouth and Portland area is treated at Weymouth STW and discharges to the sea one kilometre offshore, west of Portland Harbour. The discharge is designed to protect water quality.","The majority of sewers in England are “combined sewers” and carry both sewage and surface water from roofs and drains. A storm overflow operates during heavy rainfall when the sewerage system becomes overwhelmed by the amount of surface water. The overflow prevents sewage from backing up pipes and flooding properties and gardens. An emergency overflow will only operate infrequently, for example due to pump failure or blockage in the sewerage system.",,"Heavy rain falling on pavements and roads often flows into surface water drains or highway drains, ending up in local rivers and ultimately the sea. The quality of bathing water may be adversely affected as a result of such events.","The urban area of Weymouth immediately behind the beach is served by a combined (surface and sewer) system. Surface water can flow into the River Wey from urban areas, and highway drains. This can affect river water quality, particularly after periods of rainfall.","Wrongly connected domestic waste water pipes can also affect the stream water quality. We have checked the local sewerage system for misconnections. We are working with Wessex Water to identify and rectify any problems.",,,,"Seaweed (macroalgae) and phytoplankton (microscopic algae) are a natural part of the marine and freshwater environment. Below we note whether these have been recorded in quantities sufficient to be a nuisance.","This bathing water does not have a history of large amounts of seaweed (macroalgae).","Phytoplankton (microscopic algae) naturally increase in number at certain times of the year. This process is known as a phytoplankton bloom. This bathing water does not have a history of phytoplankton blooms.","Dorset","2014","UKK2206      20700"
"20800","Weymouth & Portland Borough Council","Portland Harbour Castle Cove is in Portland Harbour on the Dorset coast. It is a sheltered sandy cove, approximately 220 metres wide, backed by cliffs.","The catchment surrounding Portland Harbour Castle Cove is approximately seven hectares. Land use is urban and there are no streams which drain directly to the beach.","It is the Environment Agency role to drive improvement of water quality at bathing waters that are at risk of failing European standards. It is natural for water to run off the land to the sea. Water quality at a bathing water is dependent upon the type and area of land (the catchment) draining to the water and the activities undertaken in that catchment.",,,"A resewerage programme in the Portland catchment, which included a pumping station and attenuation storage, was completed by Wessex Water in 1996. Unsatisfactory combined sewer overflows were improved by attenuation storage in 1996. Improvements to the storm overflows at Wyke Regis (Doncaster Road), and Doncaster Road were completed by April 2002.","Discharges from sewage treatment works have improved substantially in England since the 1980s.","Sewage from the Weymouth and Portland area is treated at Weymouth sewage treatment works and discharges to the sea one kilometre offshore, west of Portland Harbour. The discharge is designed to protect water quality.","The majority of sewers in England are “combined sewers” and carry both sewage and surface water from roofs and drains. A storm overflow operates during heavy rainfall when the sewerage system becomes overwhelmed by the amount of surface water. The overflow prevents sewage from backing up pipes and flooding properties and gardens. An emergency overflow will only operate infrequently, for example due to pump failure or blockage in the sewerage system.","There is an emergency/storm overflow from the Castle Cove pumping station, that discharges to Portland Harbour 130 metres from the Environment Agency monitoring point. The operation of the overflow can lead to a drop in water quality at the bathing water.","Heavy rain falling on pavements and roads often flows into surface water drains or highway drains, ending up in local rivers and ultimately the sea. The quality of bathing water may be adversely affected as a result of such events.",,,,,,"Seaweed (macroalgae) and phytoplankton (microscopic algae) are a natural part of the marine and freshwater environment. Below we note whether these have been recorded in quantities sufficient to be a nuisance.","This bathing water does not have a history of large amounts of seaweed (macroalgae).","Phytoplankton (microscopic algae) naturally increase in number at certain times of the year. This process is known as a phytoplankton bloom. This bathing water does not have a history of phytoplankton blooms.","Dorset","2014","UKK2206      20800"
"20900","Weymouth & Portland Borough Council","Portland Harbour Sandsfoot Castle is in Portland Harbour on the Dorset coast. It is a sheltered sandy beach, approximately 300 metres wide, backed by cliffs.","The catchment surrounding Portland Harbour Sandsfoot Castle is approximately 15 hectares. Land use is urban and there are no streams which drain directly to the beach.","It is the Environment Agency role to drive improvement of water quality at bathing waters that are at risk of failing European standards. It is natural for water to run off the land to the sea. Water quality at a bathing water is dependent upon the type and area of land (the catchment) draining to the water and the activities undertaken in that catchment.",,,"A resewerage programme in the Portland catchment, which included a pumping station and attenuation storage, was completed by Wessex Water in 1996. Unsatisfactory combined sewer overflows were improved by attenuation storage in 1996. Improvements to the storm overflows at Wyke Regis (Doncaster Road), and Doncaster Road were completed by April 2002.","Discharges from sewage treatment works have improved substantially in England since the 1980s.","Sewage from the Weymouth and Portland area is treated at Weymouth STW and discharges to the sea one kilometre offshore, west of Portland Harbour. The discharge is designed to protect water quality.","The majority of sewers in England are “combined sewers” and carry both sewage and surface water from roofs and drains. A storm overflow operates during heavy rainfall when the sewerage system becomes overwhelmed by the amount of surface water. The overflow prevents sewage from backing up pipes and flooding properties and gardens. An emergency overflow will only operate infrequently, for example due to pump failure or blockage in the sewerage system.","There is an emergency/storm overflow from the Hillcrest pumping station, that discharges to Portland Harbour 60 metres from the Environment Agency monitoring point. The operation of the overflow can lead to a drop in water quality at the bathing water.","Heavy rain falling on pavements and roads often flows into surface water drains or highway drains, ending up in local rivers and ultimately the sea. The quality of bathing water may be adversely affected as a result of such events.",,,,,,"Seaweed (macroalgae) and phytoplankton (microscopic algae) are a natural part of the marine and freshwater environment. Below we note whether these have been recorded in quantities sufficient to be a nuisance.","This bathing water does not have a history of large amounts of seaweed (macroalgae).","Phytoplankton (microscopic algae) naturally increase in number at certain times of the year. This process is known as a phytoplankton bloom. This bathing water does not have a history of phytoplankton blooms.","Dorset","2014","UKK2206      20900"
"20970","West Dorset District Council","Hive is in Lyme Bay on the Dorset coast. It is a remote sandy beach, approximately one kilometre wide, backed by cliffs.","The catchment surrounding Hive is approximately 50 hectares. This small catchment is rural and there are no streams which drain directly to the beach.","It is the Environment Agency role to drive improvement of water quality at bathing waters that are at risk of failing European standards. It is natural for water to run off the land to the sea. Water quality at a bathing water is dependent upon the type and area of land (the catchment) draining to the water and the activities undertaken in that catchment.",,,"Bridport sewage treatment works (STW) was upgraded from preliminary to secondary treatment by Wessex Water in 2000. Storm storage was provided at Bridport STW by the end of December 2002.","Discharges from sewage treatment works have improved substantially in England since the 1980s.","Sewage from Burton Bradstock is treated at Bridport STW and discharges to the sea three and a half kilometres west of the bathing water. The discharge is designed to protect water quality.","The majority of sewers in England are “combined sewers” and carry both sewage and surface water from roofs and drains. A storm overflow operates during heavy rainfall when the sewerage system becomes overwhelmed by the amount of surface water. The overflow prevents sewage from backing up pipes and flooding properties and gardens. An emergency overflow will only operate infrequently, for example due to pump failure or blockage in the sewerage system.",,"Heavy rain falling on pavements and roads often flows into surface water drains or highway drains, ending up in local rivers and ultimately the sea. The quality of bathing water may be adversely affected as a result of such events.",,,,,,"Seaweed (macroalgae) and phytoplankton (microscopic algae) are a natural part of the marine and freshwater environment. Below we note whether these have been recorded in quantities sufficient to be a nuisance.","This bathing water does not have a history of large amounts of seaweed (macroalgae).","Phytoplankton (microscopic algae) naturally increase in number at certain times of the year. This process is known as a phytoplankton bloom. This bathing water does not have a history of phytoplankton blooms.","Dorset","2014","UKK2205      20970"
"21000","West Dorset District Council","West Bay (West) is next to Bridport Harbour in Lyme Bay on the Dorset coast. It is a pebble, shingle and sand beach resort, approximately 820 metres wide, backed by cliffs.","The catchment surrounding West Bay (West) is approximately 11,600 hectares. The River Brit is approximately 14 kilometres long and rises in the hills north of Beaminster. It flows south to Bradpole and Bridport where it is joined by the River Simene and the River Asker. 
South of Bridport, the Brit flows to the sea at West Bay where it enters the harbour over several electrically operated hatches. These hatches are open in winter, and also when the harbour is being ‘scoured’ at low tide. The steep catchment means rain runs off rapidly into the river.","It is the Environment Agency role to drive improvement of water quality at bathing waters that are at risk of failing European standards. It is natural for water to run off the land to the sea. Water quality at a bathing water is dependent upon the type and area of land (the catchment) draining to the water and the activities undertaken in that catchment.","Streams and rivers are typically affected by human sewage, animal slurry and runoff from roads. The River Brit enters the sea at Bridport Harbour, and can affect water quality after heavy rainfall.",,"Bridport sewage treatment works (STW) was upgraded from preliminary to secondary treatment by Wessex Water in 2000. Storm storage was provided at Bridport STW by the end of December 2002.","Discharges from sewage treatment works have improved substantially in England since the 1980s.","Sewage from West Bay and Bridport is treated at Bridport STW and discharges to the sea 950m from the Environment Agency monitoring point. The discharge is designed to protect water quality.","The majority of sewers in England are “combined sewers” and carry both sewage and surface water from roofs and drains. A storm overflow operates during heavy rainfall when the sewerage system becomes overwhelmed by the amount of surface water. The overflow prevents sewage from backing up pipes and flooding properties and gardens. An emergency overflow will only operate infrequently, for example due to pump failure or blockage in the sewerage system.","There is an emergency/storm overflow from the Bridport Emergency Outfall, that discharges at the entrance of Bridport Harbour, 500m from the Environment Agency monitoring point.
There is an emergency/storm overflow from the West Bay Sluices pumping station, that discharges to Bridport Harbour, 690m from the Environment Agency monitoring point.
The operation of the overflows can lead to a drop in water quality at the bathing water.","Heavy rain falling on pavements and roads often flows into surface water drains or highway drains, ending up in local rivers and ultimately the sea. The quality of bathing water may be adversely affected as a result of such events.","Surface water can flow into the River Brit from urban areas, and highway drains. This can affect river water quality, particularly after periods of rainfall.",,"During and after periods of heavy rainfall, runoff to the River Brit from agricultural areas is greatly increased, and the quality of the bathing water may be adversely affected.",,,"Seaweed (macroalgae) and phytoplankton (microscopic algae) are a natural part of the marine and freshwater environment. Below we note whether these have been recorded in quantities sufficient to be a nuisance.","This bathing water does not have a history of large amounts of seaweed (macroalgae).","Phytoplankton (microscopic algae) naturally increase in number at certain times of the year. This process is known as a phytoplankton bloom. This bathing water does not have a history of phytoplankton blooms.","Dorset","2014","UKK2205      21000"
